framework_programme,call_id,topic_code,topic_descr,project_id,cordis_link,project_acronym,project_title,partner_role,partner_type,pic,legal_entity_vat,legal_name,legal_entity_type,legal_entity_type_descr,city,nuts_3_code,nuts_3_name,country_code,country,eu_contribution,h2020_net_eu_contribution,h2020_total_cost,signature_date,call_deadline_date,thematic_priority_abbr,thematic_priority_descr,sme_flag,project_start_date,project_end_date,pillar_abbr,pillar_descr,simplified_type_of_action,focus_area,call_year
H2020,H2020-LC-GD-2020-2,LC-GD-1-3-2020,Climate-resilient Innovation Packages for EU regions,101037084,http://cordis.europa.eu/project/id/101037084,IMPETUS,DYNAMIC INFORMATION MANAGEMENT APPROACH FOR THE IMPLEMENTATION OF CLIMATE RESILIENT ADAPTATION PACKAGES IN EUROPEAN REGIONS,PARTICIPANT,BENEFICIARY,997579235,IT02722990278,THETIS SPA,PRC,Private for profit (excl. education),VENEZIA,ITH35,Venezia,IT,Italy,311955,311955,445650,13/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",No,01/10/2021,30/09/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-2,LC-GD-1-3-2020,Climate-resilient Innovation Packages for EU regions,101037084,http://cordis.europa.eu/project/id/101037084,IMPETUS,DYNAMIC INFORMATION MANAGEMENT APPROACH FOR THE IMPLEMENTATION OF CLIMATE RESILIENT ADAPTATION PACKAGES IN EUROPEAN REGIONS,PARTICIPANT,BENEFICIARY,998279769,NL814938474B01,KWR WATER B.V.,PRC,Private for profit (excl. education),NIEUWEGEIN,NL310,Utrecht,NL,Netherlands,463662.5,463662.5,662375,13/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",No,01/10/2021,30/09/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-2,LC-GD-1-3-2020,Climate-resilient Innovation Packages for EU regions,101037084,http://cordis.europa.eu/project/id/101037084,IMPETUS,DYNAMIC INFORMATION MANAGEMENT APPROACH FOR THE IMPLEMENTATION OF CLIMATE RESILIENT ADAPTATION PACKAGES IN EUROPEAN REGIONS,PARTICIPANT,BENEFICIARY,998307123,DE221139990,KWB KOMPENTENTZZENTRUM WASSER BERLIN GEMEINNUTZIGE GMBH,REC,Research organisations,BERLIN,DE300,Berlin,DE,Germany,1003000,1003000,1003000,13/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",No,01/10/2021,30/09/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-2,LC-GD-1-3-2020,Climate-resilient Innovation Packages for EU regions,101037084,http://cordis.europa.eu/project/id/101037084,IMPETUS,DYNAMIC INFORMATION MANAGEMENT APPROACH FOR THE IMPLEMENTATION OF CLIMATE RESILIENT ADAPTATION PACKAGES IN EUROPEAN REGIONS,PARTICIPANT,BENEFICIARY,999533106,-,BALTIJAS VIDES FORUMS,OTH,Others,RIGA,LV006,Rīga,LV,Latvia,321225,321225,321225,13/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",No,01/10/2021,30/09/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-2,LC-GD-1-3-2020,Climate-resilient Innovation Packages for EU regions,101037084,http://cordis.europa.eu/project/id/101037084,IMPETUS,DYNAMIC INFORMATION MANAGEMENT APPROACH FOR THE IMPLEMENTATION OF CLIMATE RESILIENT ADAPTATION PACKAGES IN EUROPEAN REGIONS,PARTICIPANT,BENEFICIARY,999604304,DE226001071,GCF - GLOBAL CLIMATE FORUM EV,REC,Research organisations,BERLIN,DED21,"Dresden, Kreisfreie Stadt",DE,Germany,714500,714500,714500,13/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",No,01/10/2021,30/09/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-2,LC-GD-1-3-2020,Climate-resilient Innovation Packages for EU regions,101037084,http://cordis.europa.eu/project/id/101037084,IMPETUS,DYNAMIC INFORMATION MANAGEMENT APPROACH FOR THE IMPLEMENTATION OF CLIMATE RESILIENT ADAPTATION PACKAGES IN EUROPEAN REGIONS,PARTICIPANT,BENEFICIARY,999874643,NO970422528MVA,UNIVERSITETET I TROMSOE - NORGES ARKTISKE UNIVERSITET,HES,Higher or secondary education,TROMSO,-,Not available,NO,Norway,1413000,1413000,1413000,13/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",No,01/10/2021,30/09/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-2,LC-GD-1-3-2020,Climate-resilient Innovation Packages for EU regions,101037084,http://cordis.europa.eu/project/id/101037084,IMPETUS,DYNAMIC INFORMATION MANAGEMENT APPROACH FOR THE IMPLEMENTATION OF CLIMATE RESILIENT ADAPTATION PACKAGES IN EUROPEAN REGIONS,PARTICIPANT,BENEFICIARY,999880560,ESQ9350003A,UNIVERSITAT ROVIRA I VIRGILI,HES,Higher or secondary education,TARRAGONA,ES514,Tarragona,ES,Spain,129200,129200,129200,13/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",No,01/10/2021,30/09/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-2,LC-GD-1-3-2020,Climate-resilient Innovation Packages for EU regions,101037084,http://cordis.europa.eu/project/id/101037084,IMPETUS,DYNAMIC INFORMATION MANAGEMENT APPROACH FOR THE IMPLEMENTATION OF CLIMATE RESILIENT ADAPTATION PACKAGES IN EUROPEAN REGIONS,PARTICIPANT,BENEFICIARY,999884925,EL090087459,MEDITERRANEAN AGRONOMIC INSTITUTE OF CHANIA,HES,Higher or secondary education,CHANIA,EL434,Χανιά,EL,Greece,231750,231750,231750,13/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",No,01/10/2021,30/09/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-2,LC-GD-1-3-2020,Climate-resilient Innovation Packages for EU regions,101037084,http://cordis.europa.eu/project/id/101037084,IMPETUS,DYNAMIC INFORMATION MANAGEMENT APPROACH FOR THE IMPLEMENTATION OF CLIMATE RESILIENT ADAPTATION PACKAGES IN EUROPEAN REGIONS,PARTICIPANT,BENEFICIARY,999887253,IT01659400210,ACCADEMIA EUROPEA DI BOLZANO,REC,Research organisations,BOLZANO,ITH10,Bolzano-Bozen,IT,Italy,748875,748875,748875,13/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",No,01/10/2021,30/09/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-2,LC-GD-1-3-2020,Climate-resilient Innovation Packages for EU regions,101037084,http://cordis.europa.eu/project/id/101037084,IMPETUS,DYNAMIC INFORMATION MANAGEMENT APPROACH FOR THE IMPLEMENTATION OF CLIMATE RESILIENT ADAPTATION PACKAGES IN EUROPEAN REGIONS,PARTICIPANT,BENEFICIARY,999895983,ESQ6750002E,UNIVERSITAT DE GIRONA,HES,Higher or secondary education,GIRONA,ES512,Girona,ES,Spain,183000,183000,183000,13/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",No,01/10/2021,30/09/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-2,LC-GD-1-3-2020,Climate-resilient Innovation Packages for EU regions,101037084,http://cordis.europa.eu/project/id/101037084,IMPETUS,DYNAMIC INFORMATION MANAGEMENT APPROACH FOR THE IMPLEMENTATION OF CLIMATE RESILIENT ADAPTATION PACKAGES IN EUROPEAN REGIONS,PARTICIPANT,BENEFICIARY,999896856,EL90034337,ATHENS UNIVERSITY OF ECONOMICS AND BUSINESS - RESEARCH CENTER,HES,Higher or secondary education,ATHENS,EL303,Κεντρικός Τομέας Αθηνών,EL,Greece,321972.5,321972.5,321972.5,13/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",No,01/10/2021,30/09/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-2,LC-GD-1-3-2020,Climate-resilient Innovation Packages for EU regions,101037084,http://cordis.europa.eu/project/id/101037084,IMPETUS,DYNAMIC INFORMATION MANAGEMENT APPROACH FOR THE IMPLEMENTATION OF CLIMATE RESILIENT ADAPTATION PACKAGES IN EUROPEAN REGIONS,PARTICIPANT,BENEFICIARY,999918972,-,UNION INTERNATIONALE POUR LA CONSERVATION DE LA NATURE ET DE SES RESSOURCES,REC,Research organisations,GLAND,CH011,Vaud,CH,Switzerland,213835,213835,213835,13/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",No,01/10/2021,30/09/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-2,LC-GD-1-3-2020,Climate-resilient Innovation Packages for EU regions,101037084,http://cordis.europa.eu/project/id/101037084,IMPETUS,DYNAMIC INFORMATION MANAGEMENT APPROACH FOR THE IMPLEMENTATION OF CLIMATE RESILIENT ADAPTATION PACKAGES IN EUROPEAN REGIONS,PARTICIPANT,BENEFICIARY,999976493,CHE115250351MWST,UNIVERSITAET BERN,HES,Higher or secondary education,BERN,CH021,Bern / Berne,CH,Switzerland,154250,154250,154250,13/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",No,01/10/2021,30/09/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-2,LC-GD-1-3-2020,Climate-resilient Innovation Packages for EU regions,101037084,http://cordis.europa.eu/project/id/101037084,IMPETUS,DYNAMIC INFORMATION MANAGEMENT APPROACH FOR THE IMPLEMENTATION OF CLIMATE RESILIENT ADAPTATION PACKAGES IN EUROPEAN REGIONS,PARTICIPANT,BENEFICIARY,999978142,EL099793475,"NATIONAL TECHNICAL UNIVERSITY OF ATHENS - NTUA",HES,Higher or secondary education,ATHINA,EL303,Κεντρικός Τομέας Αθηνών,EL,Greece,760870,760870,760870,13/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",No,01/10/2021,30/09/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-2,LC-GD-1-3-2020,Climate-resilient Innovation Packages for EU regions,101037084,http://cordis.europa.eu/project/id/101037084,IMPETUS,DYNAMIC INFORMATION MANAGEMENT APPROACH FOR THE IMPLEMENTATION OF CLIMATE RESILIENT ADAPTATION PACKAGES IN EUROPEAN REGIONS,PARTICIPANT,THIRDPARTY,997054077,ESB64290828,ISARDSAT SL,PRC,Private for profit (excl. education),BARCELONA,ES511,Barcelona,ES,Spain,78750,78750,112500,13/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",Yes,01/10/2021,30/09/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-2,LC-GD-1-3-2020,Climate-resilient Innovation Packages for EU regions,101037424,http://cordis.europa.eu/project/id/101037424,ARSINOE,CLIMATE RESILIENT-REGIONS THROUGH SYSTEMIC SOLUTIONS AND INNOVATIONS,COORDINATOR,BENEFICIARY,986152150,EL090055634,PANEPISTIMIO THESSALIAS,HES,Higher or secondary education,VOLOS,EL613,"Μαγνησία, Σποράδες",EL,Greece,977500,977500,977500,22/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",No,01/10/2021,30/09/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-2,LC-GD-1-3-2020,Climate-resilient Innovation Packages for EU regions,101037424,http://cordis.europa.eu/project/id/101037424,ARSINOE,CLIMATE RESILIENT-REGIONS THROUGH SYSTEMIC SOLUTIONS AND INNOVATIONS,PARTICIPANT,BENEFICIARY,890735287,DK29189803,ESBJERG KOMMUNE,PUB,Public body (excl. research and education),ESBJERG,DK032,Sydjylland,DK,Denmark,248500,248500,248500,22/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",No,01/10/2021,30/09/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-2,LC-GD-1-3-2020,Climate-resilient Innovation Packages for EU regions,101037424,http://cordis.europa.eu/project/id/101037424,ARSINOE,CLIMATE RESILIENT-REGIONS THROUGH SYSTEMIC SOLUTIONS AND INNOVATIONS,PARTICIPANT,BENEFICIARY,890772438,DK33157274,"NATURSTYRELSEN",OTH,Others,RANDBØL,DK032,Sydjylland,DK,Denmark,-,0,0,22/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",No,01/10/2021,30/09/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-2,LC-GD-1-3-2020,Climate-resilient Innovation Packages for EU regions,101037424,http://cordis.europa.eu/project/id/101037424,ARSINOE,CLIMATE RESILIENT-REGIONS THROUGH SYSTEMIC SOLUTIONS AND INNOVATIONS,PARTICIPANT,BENEFICIARY,890772438,DK33157274,"NATURSTYRELSEN",PUB,Public body (excl. research and education),RANDBØL,DK032,Sydjylland,DK,Denmark,216750,216750,216750,22/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",No,01/10/2021,30/09/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-2,LC-GD-1-3-2020,Climate-resilient Innovation Packages for EU regions,101037424,http://cordis.europa.eu/project/id/101037424,ARSINOE,CLIMATE RESILIENT-REGIONS THROUGH SYSTEMIC SOLUTIONS AND INNOVATIONS,PARTICIPANT,BENEFICIARY,891632925,DE123065069,VERBAND KOMMUNALER UNTERNEHMEN EV,OTH,Others,BERLIN,DE300,Berlin,DE,Germany,542500,542500,542500,22/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",No,01/10/2021,30/09/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-2,LC-GD-1-3-2020,Climate-resilient Innovation Packages for EU regions,101037424,http://cordis.europa.eu/project/id/101037424,ARSINOE,CLIMATE RESILIENT-REGIONS THROUGH SYSTEMIC SOLUTIONS AND INNOVATIONS,PARTICIPANT,BENEFICIARY,892020440,ESG02885564,BRIGAID CONNECT,REC,Research organisations,LAS ROZAS,ES300,Madrid,ES,Spain,511432.5,511432.5,511432.5,22/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",No,01/10/2021,30/09/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-2,LC-GD-1-3-2020,Climate-resilient Innovation Packages for EU regions,101037424,http://cordis.europa.eu/project/id/101037424,ARSINOE,CLIMATE RESILIENT-REGIONS THROUGH SYSTEMIC SOLUTIONS AND INNOVATIONS,PARTICIPANT,BENEFICIARY,892041489,DK31625459,LNH WATER APS,PRC,Private for profit (excl. education),TIKOB,DK013,Nordsjælland,DK,Denmark,103556.25,103556.25,147937.5,22/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",Yes,01/10/2021,30/09/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-2,LC-GD-1-3-2020,Climate-resilient Innovation Packages for EU regions,101037424,http://cordis.europa.eu/project/id/101037424,ARSINOE,CLIMATE RESILIENT-REGIONS THROUGH SYSTEMIC SOLUTIONS AND INNOVATIONS,PARTICIPANT,BENEFICIARY,892204158,-,STICHTING GLOBAL RESILIENT CITIES NETWORK,OTH,Others,ROTTERDAM,NL33C,Groot-Rijnmond,NL,Netherlands,173750,173750,173750,22/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",Yes,01/10/2021,30/09/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-2,LC-GD-1-3-2020,Climate-resilient Innovation Packages for EU regions,101037424,http://cordis.europa.eu/project/id/101037424,ARSINOE,CLIMATE RESILIENT-REGIONS THROUGH SYSTEMIC SOLUTIONS AND INNOVATIONS,PARTICIPANT,BENEFICIARY,899127436,5090025968,ORGANIZATION OF THE BLACK SEA ECONOMIC COOPERATION,PUB,Public body (excl. research and education),ISTANBUL,TR100,İstanbul,TR,Turkey,100000,100000,100000,22/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",No,01/10/2021,30/09/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-2,LC-GD-1-3-2020,Climate-resilient Innovation Packages for EU regions,101037424,http://cordis.europa.eu/project/id/101037424,ARSINOE,CLIMATE RESILIENT-REGIONS THROUGH SYSTEMIC SOLUTIONS AND INNOVATIONS,PARTICIPANT,BENEFICIARY,900826682,IT06434930969,BLUE GOLD SRL,PRC,Private for profit (excl. education),MILANO,ITC4C,Milano,IT,Italy,98000,98000,140000,22/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",Yes,01/10/2021,30/09/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-2,LC-GD-1-3-2020,Climate-resilient Innovation Packages for EU regions,101037424,http://cordis.europa.eu/project/id/101037424,ARSINOE,CLIMATE RESILIENT-REGIONS THROUGH SYSTEMIC SOLUTIONS AND INNOVATIONS,PARTICIPANT,BENEFICIARY,903166225,FR50509820502,GAC,PRC,Private for profit (excl. education),ISSY LES MOULINEAUX,FRK21,Ain,FR,France,312375,312375,518250,22/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",Yes,01/10/2021,30/09/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-2,LC-GD-1-3-2020,Climate-resilient Innovation Packages for EU regions,101037424,http://cordis.europa.eu/project/id/101037424,ARSINOE,CLIMATE RESILIENT-REGIONS THROUGH SYSTEMIC SOLUTIONS AND INNOVATIONS,PARTICIPANT,BENEFICIARY,903855313,-,SDSN ASSOCIATION PARIS,REC,Research organisations,PARIS,FRK21,Ain,FR,France,169645,169645,169645,22/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",No,01/10/2021,30/09/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-2,LC-GD-1-3-2020,Climate-resilient Innovation Packages for EU regions,101037424,http://cordis.europa.eu/project/id/101037424,ARSINOE,CLIMATE RESILIENT-REGIONS THROUGH SYSTEMIC SOLUTIONS AND INNOVATIONS,PARTICIPANT,BENEFICIARY,926686882,ALL01711452D,AGJENCIA KOMBËTARE E PLANIFIKIMIT TË TERRITORIT,PUB,Public body (excl. research and education),TIRANA,AL022,Tiranë,AL,Albania,299000,299000,299000,22/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",No,01/10/2021,30/09/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-2,LC-GD-1-3-2020,Climate-resilient Innovation Packages for EU regions,101037424,http://cordis.europa.eu/project/id/101037424,ARSINOE,CLIMATE RESILIENT-REGIONS THROUGH SYSTEMIC SOLUTIONS AND INNOVATIONS,PARTICIPANT,BENEFICIARY,934437667,MK4057014525722,"PRIVATE SCIENTIFIC INSTITUTION, INSTITUTE FOR RESEARCH IN ENVIRONMENT, CIVIL ENGINEERING AND ENERGY, SKOPJE",REC,Research organisations,SKOPJE,MK008,Скопски,MK,North Macedonia,304750,304750,304750,22/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",No,01/10/2021,30/09/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-2,LC-GD-1-3-2020,Climate-resilient Innovation Packages for EU regions,101037424,http://cordis.europa.eu/project/id/101037424,ARSINOE,CLIMATE RESILIENT-REGIONS THROUGH SYSTEMIC SOLUTIONS AND INNOVATIONS,PARTICIPANT,BENEFICIARY,937252025,GB142208211,THE COUNCIL OF THE BOROUGH OF TORBAY,PUB,Public body (excl. research and education),TORQUAY,UKK42,Devon,UK,United Kingdom,178250,178250,178250,22/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",No,01/10/2021,30/09/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-2,LC-GD-1-3-2020,Climate-resilient Innovation Packages for EU regions,101037424,http://cordis.europa.eu/project/id/101037424,ARSINOE,CLIMATE RESILIENT-REGIONS THROUGH SYSTEMIC SOLUTIONS AND INNOVATIONS,PARTICIPANT,BENEFICIARY,949351126,GB115136941,WESTCOUNTRY RIVERS TRUST LBG,OTH,Others,STOKE CLIMSLAND CALLINGTON CORNWALL,UKK30,Cornwall and Isles of Scilly,UK,United Kingdom,150500,150500,150500,22/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",Yes,01/10/2021,30/09/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
